date,product_id,stock_level,sales,price,promotion
2023-01-01,1,112.0,43.0,16.002449326490396,0
2023-01-01,2,455.86066780779174,83.8183148246803,14.328307937083189,0
2023-01-01,3,891.7210805811372,30.749279121818237,36.60985353444572,0
2023-01-01,4,312.5809833611627,46.33883739117558,93.92901304172058,0
2023-01-01,5,159.44012134011598,31.66116260882442,57.08917494737874,0
2023-01-01,6,135.29823993687233,50.25072087818177,34.460786447211625,1
2023-01-01,7,775.1550848723717,88.1816851753197,45.92501150599176,0
2023-01-01,8,106.01040224496764,55.0,63.87355966642037,0
2023-01-01,9,710.8639386056633,9.818314824680296,68.76546923240579,0
2023-01-01,10,228.71544103321406,71.74927912181823,23.85275588046145,0
2023-01-02,1,484.56465720907386,22.338837391175584,97.93285088906583,0
2023-01-02,2,243.4113354921622,17.661162608824423,59.029500428450994,0
2023-01-02,3,370.25522499343094,18.250720878181767,22.21194860130514,1
2023-01-02,4,509.09607565020826,21.1816851753197,90.42717280115204,0
2023-01-02,5,148.9336383002975,37.99999999999999,16.71745879714859,0
2023-01-02,6,444.76766475580934,31.818314824680293,91.69618898597615,0
2023-01-02,7,182.59790787670528,16.749279121818237,99.69090906600842,0
2023-01-02,8,965.4241216440305,61.33883739117559,73.03886192408535,0
2023-01-02,9,768.2460612328144,10.661162608824425,79.34024989665907,0
2023-01-02,10,246.0634830846182,61.25072087818177,40.35725528207377,0
2023-01-03,1,687.8761449797057,-7.818314824680303,94.74191674605405,0
2023-01-03,2,345.6838061088186,3.9999999999999925,57.67425694975309,0
2023-01-03,3,817.4862271445337,9.818314824680293,75.91496019377993,0
2023-01-03,4,402.28317031218035,73.74927912181823,93.16969443201515,0
2023-01-03,5,561.0743994602987,7.338837391175589,97.76619783779574,0
2023-01-03,6,493.85968013061586,93.66116260882443,84.9883920937007,1
2023-01-03,7,896.6387796275216,85.25072087818177,37.2715756283827,0
2023-01-03,8,487.4114670870205,55.1816851753197,96.98927648968741,0
2023-01-03,9,304.1775135451426,96.99999999999999,66.53075781192146,1
2023-01-03,10,1078.9366920057894,95.81831482468029,93.75782287167638,0
2023-01-04,1,310.68877750799885,18.74927912181824,70.84945232329167,0
2023-01-04,2,205.43354719260523,24.33883739117559,37.65150656629484,0
2023-01-04,3,515.1707803682775,40.66116260882443,43.302207172853436,0
2023-01-04,4,379.900258576915,80.25072087818177,59.542459939264646,1
2023-01-04,5,98.62176565838098,18.181685175319693,81.10133574038937,1
2023-01-04,6,340.3350878145559,64.99999999999999,38.618429620630145,0
2023-01-04,7,846.0400136726901,47.81831482468029,62.175804952077286,0
2023-01-04,8,965.7363343480382,21.74927912181824,41.106249421876136,0
2023-01-04,9,680.4238435057563,12.338837391175593,83.41924641715964,0
2023-01-04,10,605.1023374220433,30.66116260882443,52.00552843911554,0
2023-01-05,1,99.77161504450886,75.25072087818177,16.90505441675967,0
2023-01-05,2,562.4314780517491,81.1816851753197,24.944726933338274,0
2023-01-05,3,744.0817309121139,56.999999999999986,15.499420085766907,0
2023-01-05,4,548.7221809416473,60.818314824680286,54.937265141289274,0
2023-01-05,5,783.3526383611834,20.74927912181824,19.570356761340445,0
2023-01-05,6,1069.9729163525824,84.3388373911756,20.27259723786689,1
2023-01-05,7,887.5828311140888,72.66116260882444,94.69434340345393,0
2023-01-05,8,305.1822019147956,3.2507208781817667,88.53895649584499,1
2023-01-05,9,1083.7708511481992,25.181685175319693,50.68779371302294,0
2023-01-05,10,823.3486043848278,51.999999999999986,98.72247887651852,0
2023-01-06,1,1004.9152904239281,26.818314824680286,10.016787535359681,0
2023-01-06,2,620.4707413441969,83.74927912181823,65.25815106460544,0
2023-01-06,3,944.0147925535388,19.3388373911756,65.4785359634683,0
2023-01-06,4,645.5472828378389,89.66116260882444,51.16987502828994,0
2023-01-06,5,333.0680544087338,59.25072087818177,45.72531756408635,0
2023-01-06,6,931.5769529503681,47.181685175319686,50.984482193254685,0
2023-01-06,7,615.0738276651207,81.99999999999999,47.34643924717124,0
2023-01-06,8,251.5585313182904,64.81831482468029,75.74432297340695,0
2023-01-06,9,616.0309202817239,12.74927912181824,22.181989147595566,0
2023-01-06,10,960.4908545763764,7.338837391175599,27.787529853201715,1
2023-01-07,1,698.9381979137902,14.661162608824437,26.246640555318123,0
2023-01-07,2,83.37281773647985,-0.7492791218182315,33.622352660913805,0
2023-01-07,3,913.7945852572121,15.18168517531969,57.2732576903425,0
2023-01-07,4,250.20337549716817,97.99999999999997,20.008787260439686,0
2023-01-07,5,367.5990673229774,32.818314824680286,88.13523657938536,0
2023-01-07,6,491.98154348261215,45.74927912181824,36.76253781776251,0
2023-01-07,7,715.3506906401318,88.3388373911756,24.62841887218371,0
2023-01-07,8,440.7063994092667,48.66116260882444,70.8059178638419,0
2023-01-07,9,149.04856438583172,10.25072087818177,13.427767053938735,0
2023-01-07,10,387.3770841789598,65.18168517531969,65.79717083867477,0
2023-01-08,1,832.6918614411462,36.99999999999998,72.83785876088498,1
2023-01-08,2,411.99280289709475,52.818314824680286,29.342487824804728,0
2023-01-08,3,641.2798193713571,12.749279121818242,13.776766609927087,0
2023-01-08,4,984.5528258147576,63.338837391175666,42.728082302750465,0
2023-01-08,5,436.8117413295953,51.66116260882444,18.873480721774282,0
2023-01-08,6,199.05648919361505,34.25072087818175,20.483006470600337,1
2023-01-08,7,484.28699688274276,11.181685175319686,32.88351083003781,1
2023-01-08,8,1083.5031960925753,15.999999999999902,36.592113216408336,0
2023-01-08,9,592.705022758621,77.81831482468029,57.69733069192785,0
2023-01-08,10,575.8924170752829,12.749279121818226,71.05526969527118,0
2023-01-09,1,567.0653235135804,96.3388373911756,63.34938467831663,0
2023-01-09,2,844.2236908376046,8.661162608824508,23.352430356056512,0
2023-01-09,3,1021.3674721196993,-7.74927912181823,25.48774292073638,1
2023-01-09,4,123.49662475436764,79.18168517531973,89.0892324813623,1
2023-01-09,5,304.6111104708966,78.99999999999997,60.251708355770226,1
2023-01-09,6,189.7108953446976,64.81831482468023,88.29440496079201,0
2023-01-09,7,1050.795949807359,63.74927912181824,43.439186018788696,0
2023-01-09,8,690.8662486554077,7.338837391175544,65.29600066881915,0
2023-01-09,9,1010.9217710577782,18.661162608824448,57.12970744491497,0
2023-01-09,10,536.9625005619841,23.250720878181788,38.72111408384163,0
2023-01-10,1,60.98842509899454,21.181685175319682,52.292383483023585,0
